koi_depth,koi_duration,koi_insol,koi_model_snr,koi_period,koi_prad,koi_slogg,koi_srad,koi_steff,koi_teq,kepid,Target
-0.27778410533925146,-0.6320716054998458,-0.04238985815187072,-0.31132925674953443,-0.31722974712500723,-0.07609927071070602,0.21250703068196974,-0.11234478733036489,-0.7475352875971308,-0.38236593468305935,9634821,0.5
-0.27778410533925146,-0.6320716054998458,-0.04238985815187072,-0.31132925674953443,-0.31722974712500723,-0.07609927071070602,0.21250703068196974,-0.11234478733036489,-0.7475352875971308,-0.38236593468305935,9634821,0.5
-0.27778410533925146,-0.6320716054998458,-0.04238985815187072,-0.31132925674953443,-0.31722974712500723,-0.07609927071070602,0.21250703068196974,-0.11234478733036489,-0.7475352875971308,-0.38236593468305935,9634821,0.5
-0.2769763515345948,0.028094041139439495,-0.04064452629921345,-0.2922161207333881,0.36833723571901156,-0.02153454827073946,-2.974952106941345,0.9309449291303651,0.7844294649038224,0.017099202357748953,9111849,0.5
-0.2849465298982636,-0.8007407699372945,-0.04099668975207811,-0.3232103953541659,-0.3849520195505254,-0.08143636067909399,0.3666546447145731,-0.12946366357760034,-0.7068524062029147,-0.03848979729517906,6307083,0.5
-0.2849465298982636,-0.8007407699372945,-0.04099668975207811,-0.3232103953541659,-0.3849520195505254,-0.08143636067909399,0.3666546447145731,-0.12946366357760034,-0.7068524062029147,-0.03848979729517906,6307083,0.5
-0.27294141678570094,-0.6537527632767244,-0.03831971404157942,-0.3210149675685275,-0.37178818402953634,-0.06890122174018275,0.15764093077206048,-0.07195193326385435,0.9230055296528713,0.2782382239831317,3248501,0.5
-0.2851011789652944,-0.5576386543918219,-0.04055776353815633,-0.3166241119972506,-0.39743201980303744,-0.08248973369917055,0.6540485013855262,-0.1477366213695932,-0.7882181689913471,0.03002687669563919,12301181,0.5
-0.2851011789652944,-0.5576386543918219,-0.04055776353815633,-0.3166241119972506,-0.39743201980303744,-0.08248973369917055,0.6540485013855262,-0.1477366213695932,-0.7882181689913471,0.03002687669563919,12301181,0.5
-0.2803965242897548,-0.050316634190641606,-0.040464776975281266,-0.2849841233218733,-0.34553354141954246,-0.07641528261672897,0.20466901640912522,-0.08445448333206,0.8963073887379169,0.0416617835997404,2579043,0.5
